chrom	start	end	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B
361	chr1	31788040	31788870	47	152	57	169	67	130	32	50	22	44	20	67
362	chr1	31798380	31798970	7	24	10	26	8	15	0	0	2	0	0	1
363	chr1	31939730	31940360	20	65	21	96	29	43	8	9	7	5	1	6
364	chr1	31944150	31945080	99	277	141	314	144	184	82	104	46	114	40	121
365	chr1	31954550	31955390	83	162	70	177	80	99	9	9	5	19	4	13
366	chr1	31955970	31956580	13	61	16	60	26	22	4	10	8	7	3	7
367	chr1	32226170	32226420	14	25	26	27	23	20	15	21	10	20	5	17
368	chr1	32235970	32236370	13	15	11	15	9	10	4	6	1	5	0	1
369	chr1	32240090	32240840	41	136	70	191	108	97	33	43	22	75	14	40
370	chr1	32240860	32241830	103	171	120	220	126	142	43	47	31	69	14	36
371	chr1	32321620	32322190	19	59	26	50	29	41	9	17	9	15	5	11
372	chr1	32351090	32351980	66	147	82	187	101	133	69	110	40	117	37	98
373	chr1	32499950	32501260	48	156	58	201	128	108	96	135	67	163	79	172
374	chr1	32611930	32612600	61	227	88	230	104	118	80	84	24	90	14	72
375	chr1	32712240	32712590	6	14	12	19	11	9	1	6	6	10	2	9
376	chr1	32716700	32717020	8	33	9	29	11	18	1	1	0	2	0	5
377	chr1	32724960	32725640	15	42	17	67	53	49	4	7	5	9	2	3
378	chr1	32737140	32737810	41	57	41	56	38	25	0	0	0	1	0	1
379	chr1	32742940	32743380	15	42	10	40	17	19	0	7	3	8	1	1
380	chr1	32753800	32754570	9	27	13	34	16	11	85	106	104	167	35	86
381	chr1	32759950	32760390	15	60	41	66	25	30	26	19	10	59	8	15
382	chr1	32761230	32761810	26	83	25	70	26	44	31	36	21	49	6	23
383	chr1	32791870	32792280	5	14	8	10	3	5	4	6	1	16	3	6
384	chr1	32939720	32940030	3	12	2	9	6	7	1	1	2	1	0	1
385	chr1	32981130	32981510	11	35	13	39	23	23	8	9	8	17	3	18
386	chr1	32992350	32992880	8	30	11	31	18	17	23	12	16	16	5	17
387	chr1	33099290	33099870	6	15	3	17	8	3	14	17	5	22	3	16
388	chr1	33126950	33127740	49	140	71	150	112	107	112	66	45	85	24	115
389	chr1	33346770	33347600	28	81	24	69	64	47	129	93	68	134	34	82
390	chr1	34163070	34163370	0	0	0	1	0	0	2	5	2	5	2	10
391	chr1	34763260	34764050	1	7	0	9	1	2	24	11	11	19	4	9
392	chr1	34865810	34866760	26	43	17	53	45	41	32	61	31	57	22	67
393	chr1	34885640	34886080	0	1	1	0	0	1	3	9	6	6	0	13
394	chr1	35264900	35265530	18	36	17	43	21	21	2	1	0	3	0	1
395	chr1	36008510	36009120	4	2	1	2	3	4	27	12	23	25	11	28
396	chr1	36108360	36108940	0	0	0	0	0	0	14	16	6	39	0	9
397	chr1	36114790	36115700	0	1	0	0	0	0	25	31	20	47	10	25
398	chr1	36160860	36161600	15	113	23	87	44	49	53	118	43	90	27	103
399	chr1	36161840	36162540	7	22	4	21	15	9	40	34	25	46	5	36
400	chr1	36187890	36188510	16	43	29	64	43	54	13	19	17	20	15	36
401	chr1	36198780	36199040	1	0	0	2	0	2	2	1	0	0	1	9
402	chr1	36351250	36351940	16	27	21	43	20	25	62	78	46	56	24	50
403	chr1	36373700	36374460	11	18	11	32	13	11	33	28	25	37	7	22
404	chr1	36400910	36401890	0	0	1	3	0	0	46	85	21	74	11	91
405	chr1	36486660	36487250	12	36	25	37	23	24	0	0	0	0	0	0
406	chr1	37471440	37472270	95	250	120	211	198	148	82	57	63	82	33	57
407	chr1	37472280	37472620	13	61	15	53	37	58	6	13	2	18	2	5
408	chr1	37534420	37534970	6	20	9	12	4	15	32	31	11	17	9	33
409	chr1	37752520	37753420	16	47	24	49	61	34	18	38	15	43	16	55
410	chr1	37999390	38000070	12	20	12	25	17	18	55	68	33	106	23	79
411	chr1	38000310	38000940	15	21	6	24	33	13	93	114	71	123	27	76
412	chr1	38029870	38030650	23	60	18	59	43	30	105	101	75	126	38	93
413	chr1	38064170	38064690	0	1	0	0	1	0	42	18	23	16	14	16
414	chr1	38138350	38139490	1	6	0	3	1	1	134	81	28	76	39	100
415	chr1	38139810	38140370	0	0	0	0	0	0	26	40	6	16	8	35
416	chr1	38221150	38221820	0	0	0	0	1	0	52	46	13	11	32	54
417	chr1	38450950	38451380	0	1	0	0	0	0	6	6	0	3	8	7
418	chr1	38484530	38484900	0	0	0	0	0	0	2	13	8	12	2	6
419	chr1	39104830	39105650	37	93	49	114	53	52	21	18	26	33	7	22
420	chr1	39105770	39106560	19	47	31	63	32	35	12	14	13	21	4	5
421	chr1	39178340	39179610	8	29	13	24	13	7	127	87	56	119	7	41
422	chr1	39183600	39184210	5	12	2	15	6	5	25	16	7	29	2	8
423	chr1	39191600	39192540	13	21	18	24	16	11	62	53	46	99	8	28
424	chr1	39204320	39205540	17	19	15	34	14	19	87	55	72	138	16	65
425	chr1	39391830	39392380	22	34	12	37	8	9	9	14	6	12	2	18
426	chr1	39395110	39395860	6	27	8	23	1	12	30	20	13	53	3	20
427	chr1	39398500	39399090	5	17	5	27	6	8	37	30	15	45	6	25
428	chr1	39559530	39559850	108	300	113	268	168	258	111	162	72	152	49	189
429	chr1	39609580	39610400	2	4	5	4	1	9	51	66	35	63	27	68
430	chr1	39799180	39800130	4	6	3	7	9	9	12	27	3	19	5	20
431	chr1	39892700	39893190	0	3	1	4	1	1	4	5	4	16	1	1
432	chr1	39893270	39893480	0	2	1	2	1	1	2	3	2	6	1	0
433	chr1	39934240	39934970	6	18	7	18	10	9	0	2	0	0	4	3
434	chr1	39981760	39982330	0	0	2	1	0	1	19	5	10	17	6	15
435	chr1	40315210	40315920	2	4	7	4	2	2	40	32	35	50	20	32
436	chr1	40877350	40878110	6	13	9	16	8	10	25	32	12	48	12	25
437	chr1	40897610	40897880	5	4	3	3	1	4	0	0	0	1	0	0
438	chr1	40901850	40902530	10	9	14	16	15	9	1	1	0	1	0	2
439	chr1	40944370	40944760	4	2	4	1	4	5	11	10	2	3	0	2
440	chr1	40967420	40968190	11	33	11	28	28	16	107	53	38	74	27	43
441	chr1	40968210	40968470	1	1	0	1	0	2	2	2	0	3	2	3
442	chr1	40976910	40977540	7	17	17	17	19	15	21	41	18	60	8	33
443	chr1	40980700	40981380	94	140	114	156	167	139	107	138	83	165	34	96
444	chr1	41109290	41110310	15	29	14	37	45	58	105	109	30	51	47	89
445	chr1	41366040	41366830	13	20	14	31	27	12	43	47	27	47	11	22
446	chr1	41381890	41383230	50	164	80	216	113	140	6	16	4	3	0	4
447	chr1	41418600	41419210	3	4	8	8	6	5	12	9	9	17	2	27
448	chr1	41432280	41432700	1	2	0	3	2	0	15	10	8	7	5	10
449	chr1	41432720	41432980	2	1	0	2	0	1	4	5	2	6	5	6
450	chr1	41435470	41436010	0	0	0	0	0	0	7	11	12	11	0	14
451	chr1	41486990	41487620	1	4	1	3	3	2	137	228	73	121	105	243
452	chr1	41487810	41488540	4	4	2	3	5	2	128	217	28	90	66	204
453	chr1	41495980	41496630	17	38	18	32	60	42	244	208	86	169	80	239
454	chr1	41500470	41501240	4	10	4	7	3	5	107	137	42	123	43	144
455	chr1	41661950	41662600	4	21	7	17	22	14	24	34	14	60	8	50
456	chr1	41662630	41663110	2	10	3	10	5	10	19	18	8	19	9	31
457	chr1	41665150	41665620	1	2	0	1	2	2	22	28	13	18	12	32
458	chr1	41667010	41667390	0	2	0	1	6	0	0	4	0	0	5	10
459	chr1	41672290	41672840	1	1	1	1	6	5	36	15	6	8	23	44
460	chr1	41713640	41714540	2	6	2	8	2	5	30	33	41	85	3	33
461	chr1	41738760	41739580	1	2	1	3	0	1	36	33	15	28	5	28
462	chr1	41862430	41863490	22	36	17	42	39	11	77	64	50	89	17	58
463	chr1	41900460	41901430	18	30	19	17	26	16	80	63	52	92	17	29
464	chr1	41901550	41902600	21	32	9	27	20	14	145	121	80	162	10	56
465	chr1	41919900	41920390	4	9	2	8	9	6	9	14	10	19	2	12
466	chr1	41955530	41956040	6	15	7	19	12	7	13	14	10	19	1	3
467	chr1	42035330	42036360	31	130	68	151	71	119	39	64	50	53	20	93
468	chr1	42922880	42923630	20	37	25	47	19	27	48	38	30	49	43	81
469	chr1	42924130	42925730	241	519	262	636	293	319	623	654	457	710	263	827
470	chr1	42940790	42941460	16	44	24	47	24	30	127	98	57	166	40	130
471	chr1	42957020	42957510	2	21	3	28	3	10	26	48	14	61	29	27
472	chr1	42967000	42967690	18	43	17	33	15	18	31	39	26	55	12	36
473	chr1	42973340	42973890	0	3	2	7	1	1	16	19	5	16	8	26
474	chr1	42974660	42975290	0	0	0	2	0	0	11	16	0	6	11	38
475	chr1	43008540	43008890	0	0	0	0	1	0	14	4	0	1	0	2
476	chr1	43121250	43121720	0	3	0	1	2	1	22	13	5	17	11	14
477	chr1	43206650	43207970	15	32	25	41	32	23	296	254	126	323	78	264
478	chr1	43241410	43242320	0	0	0	1	1	2	33	32	5	2	37	59
479	chr1	43348380	43349830	154	419	288	532	329	392	441	561	386	478	267	569
480	chr1	43363270	43363710	31	130	28	115	71	77	149	194	134	235	54	169
481	chr1	43472430	43473190	7	7	10	14	6	8	52	27	12	53	9	19
482	chr1	43473220	43473760	8	6	4	5	6	2	49	56	24	74	9	30
483	chr1	43475750	43476030	2	6	1	2	2	0	19	15	14	21	3	14
484	chr1	43582050	43582480	4	18	6	19	6	10	9	14	13	22	6	13
485	chr1	43774380	43774750	10	12	11	6	6	11	2	1	1	0	2	1
486	chr1	43783180	43784100	32	79	32	81	69	65	13	18	3	5	8	21
487	chr1	43834470	43835500	4	16	5	16	6	8	134	81	52	110	26	74
488	chr1	43835570	43835890	2	3	3	5	4	2	15	10	10	20	10	15
489	chr1	43858440	43858780	1	5	4	6	4	3	9	6	3	4	5	4
490	chr1	43912920	43913380	1	8	5	7	4	4	2	9	0	5	4	16
491	chr1	44048080	44048740	13	23	13	24	13	15	6	7	5	10	6	7
492	chr1	44327850	44328780	9	13	10	23	17	15	61	31	24	33	20	30
493	chr1	44484020	44484870	0	4	0	3	1	0	67	121	21	52	46	168
494	chr1	44485050	44485450	0	2	0	1	1	0	32	47	3	17	35	103
495	chr1	44485500	44485900	2	0	0	3	2	2	53	56	7	15	31	99
496	chr1	44486040	44486390	1	2	1	1	0	1	38	38	3	4	20	54
497	chr1	44489060	44489310	0	0	0	0	0	1	1	4	0	1	4	10
498	chr1	44489330	44489800	0	0	0	1	0	0	10	9	1	3	27	42
499	chr1	44553180	44554360	3	10	0	7	4	2	153	105	21	14	63	172
500	chr1	44631240	44632760	160	506	271	594	444	454	448	636	524	725	250	875
501	chr1	44707150	44707460	1	1	1	6	1	4	12	9	1	2	1	7
502	chr1	44721190	44722180	47	201	45	226	79	155	1	2	1	0	0	0
503	chr1	44730610	44731480	32	162	66	230	67	163	23	17	12	20	4	9
504	chr1	44766630	44767080	21	46	18	44	25	26	87	79	36	78	27	49
505	chr1	44819410	44820450	107	360	165	424	200	252	82	98	98	198	15	50
506	chr1	45266410	45266680	1	6	2	12	10	4	0	2	0	3	0	1
507	chr1	45303450	45304510	102	227	119	231	154	185	265	314	183	255	134	290
508	chr1	45525050	45525480	8	14	13	16	9	11	0	0	0	2	0	0
509	chr1	45892190	45892790	5	4	5	6	15	7	40	19	19	52	10	24
510	chr1	45954020	45954960	20	88	18	73	55	65	4	5	1	9	5	14
511	chr1	46084630	46085040	0	0	0	1	1	1	5	9	0	1	3	9
512	chr1	46152030	46152420	0	0	0	0	0	0	10	4	5	10	0	2
513	chr1	46183190	46183970	33	81	41	61	31	49	68	70	60	86	32	96
514	chr1	46442650	46442950	0	2	1	0	0	0	6	1	1	1	4	4
515	chr1	46442970	46443290	0	1	1	1	0	0	4	7	2	5	6	7
516	chr1	46489530	46490030	9	11	17	39	15	19	1	0	2	2	0	0
517	chr1	46519970	46520880	11	34	16	39	26	5	71	50	53	69	8	27
518	chr1	46556660	46557270	21	42	22	41	39	21	12	3	2	4	24	12
519	chr1	46806230	46807070	2	0	0	0	6	3	22	20	1	0	11	40
520	chr1	47178850	47180120	66	177	81	196	104	123	57	77	30	51	43	122
521	chr1	47191420	47192000	24	82	31	78	50	60	0	2	0	1	0	7
522	chr1	47192760	47193220	25	44	31	60	34	31	0	1	0	0	0	4
523	chr1	47225080	47225990	0	1	0	0	0	1	12	20	5	14	3	19
524	chr1	47409290	47410050	5	10	3	11	3	7	60	23	13	14	8	19
525	chr1	47431810	47432940	14	31	18	28	28	22	74	104	42	69	45	98
526	chr1	47437270	47438310	40	167	44	168	88	88	89	132	108	137	54	224
527	chr1	47507750	47508450	0	1	0	1	3	1	15	17	8	16	11	22
528	chr1	47533230	47534050	0	1	0	0	0	0	27	23	19	16	11	25
529	chr1	47569790	47570210	4	0	3	3	4	0	11	12	6	7	1	4
530	chr1	47575800	47576500	1	0	0	0	0	0	62	40	23	49	12	42
531	chr1	47578090	47578980	0	0	1	0	2	0	82	44	27	38	25	43
532	chr1	47709320	47709470	4	2	5	2	1	1	0	0	0	0	0	1
533	chr1	47871470	47871680	1	0	0	1	1	0	10	11	4	15	3	8
534	chr1	47871700	47872130	2	2	0	1	1	1	13	10	5	18	6	12
535	chr1	47894370	47895690	10	16	11	20	55	24	37	51	5	19	53	145
536	chr1	48026300	48026730	3	3	5	5	2	3	0	0	0	0	1	0
537	chr1	48046960	48047720	0	2	0	1	9	4	133	52	24	35	43	142
538	chr1	48049690	48050290	0	1	0	3	5	2	69	81	9	16	58	115
539	chr1	48069410	48070060	0	0	1	0	0	0	16	15	0	5	5	29
540	chr1	48494050	48494810	0	0	0	0	0	0	37	26	18	53	8	9
541	chr1	48878460	48878940	0	5	2	5	10	4	6	1	3	0	5	5
542	chr1	48931700	48932540	5	10	5	5	13	14	17	7	2	1	9	16
543	chr1	49102700	49103230	0	0	0	0	0	0	8	5	4	2	1	1
544	chr1	50977020	50977560	57	140	71	119	59	91	35	27	34	41	17	18
545	chr1	50977690	50978750	46	236	118	229	134	156	65	84	57	98	39	71
546	chr1	51264340	51264880	2	7	1	5	4	9	35	27	34	98	3	18
547	chr1	51314170	51314710	20	35	16	51	39	25	3	4	1	1	0	3
548	chr1	51558680	51559190	5	6	5	7	6	4	30	20	22	34	1	8
549	chr1	51583490	51583830	0	0	0	0	0	0	5	4	0	0	3	8
550	chr1	51648140	51648780	21	30	19	24	29	28	4	6	1	3	2	3
551	chr1	51896380	51896770	0	1	0	0	0	1	2	7	0	2	1	20
552	chr1	51897020	51897380	1	2	1	1	1	2	11	17	4	17	4	11
553	chr1	51897400	51897910	3	3	6	3	4	0	26	25	17	38	5	27
554	chr1	51977180	51977560	6	15	3	9	6	2	2	2	1	3	0	2
555	chr1	52637090	52637600	0	0	0	0	0	0	2	3	2	1	6	9
556	chr1	52659220	52659700	0	0	0	0	0	0	3	3	0	0	3	15
557	chr1	52662620	52662940	6	8	5	5	11	7	0	1	1	0	2	3
558	chr1	52702810	52703750	43	80	64	96	56	79	21	27	17	21	12	19
559	chr1	53145720	53146740	19	83	78	142	41	45	25	26	23	43	7	19
560	chr1	53210330	53211100	17	52	18	31	27	36	26	32	15	40	10	46
561	chr1	53413570	53413940	2	9	8	8	4	3	1	0	4	4	0	2
562	chr1	53541740	53542750	53	99	55	94	72	73	21	17	13	12	9	16
563	chr1	53957020	53957720	7	15	10	19	8	6	54	34	26	63	16	55
564	chr1	54121260	54121940	13	16	3	14	21	12	22	21	17	35	14	37
565	chr1	54249840	54250380	3	12	8	14	2	5	25	14	31	24	12	21
566	chr1	54253520	54253800	8	22	6	15	7	8	40	23	20	42	19	35
567	chr1	54335700	54336060	0	0	2	0	0	1	8	15	12	22	1	22
568	chr1	54488120	54489710	53	84	71	103	80	60	150	155	128	179	56	160
569	chr1	54499170	54499950	0	1	0	3	4	1	33	31	9	17	7	27
570	chr1	54506540	54507070	1	1	0	0	3	0	30	12	2	6	8	18
571	chr1	54541760	54543360	48	154	65	180	91	91	208	264	133	218	143	396
572	chr1	54950150	54951010	1	4	0	7	9	8	33	31	16	30	9	31
573	chr1	54987840	54988210	0	1	0	0	2	1	3	2	0	1	10	30
574	chr1	55428940	55429820	0	2	2	2	1	1	24	14	6	22	4	13
575	chr1	55490420	55490880	1	0	0	0	0	0	6	2	1	1	4	13
576	chr1	55506640	55507070	3	14	7	12	8	9	1	0	0	0	1	0
577	chr1	55580750	55581480	0	3	0	0	3	1	59	15	4	3	20	26
578	chr1	55581500	55581910	0	0	0	0	1	1	42	17	5	2	31	47
579	chr1	55582140	55582450	0	1	0	0	0	1	8	22	0	0	8	17
580	chr1	55694420	55694790	0	0	0	0	0	0	1	0	1	1	0	0
581	chr1	55718850	55719350	1	0	2	6	2	4	9	4	4	2	3	3
582	chr1	55726730	55727330	0	0	0	0	0	0	17	6	3	18	3	7
583	chr1	56331870	56332520	5	22	17	14	6	10	12	29	9	38	6	40
584	chr1	56374670	56375070	1	4	2	8	1	2	3	3	1	6	0	2
585	chr1	56376730	56377040	1	0	0	0	0	0	12	1	14	19	1	1
586	chr1	56578150	56578470	11	26	15	28	29	26	8	11	3	13	0	10
587	chr1	58395240	58395880	3	2	2	1	0	4	53	33	34	89	6	24
588	chr1	58395900	58396540	0	0	0	1	0	1	70	70	50	164	5	33
589	chr1	58397290	58397870	0	0	0	2	1	1	20	28	37	66	3	10
590	chr1	58401870	58402980	0	1	0	2	1	2	70	44	34	106	13	35
591	chr1	58409440	58410440	0	4	2	1	3	1	45	38	51	81	19	31
592	chr1	58411770	58412690	4	2	0	0	0	2	116	56	60	117	29	55
593	chr1	58584120	58585010	16	45	20	37	19	20	36	23	23	41	4	31
594	chr1	58755390	58756010	0	8	3	8	11	5	23	13	8	16	2	26
595	chr1	58785320	58786040	15	35	15	36	24	18	54	95	36	90	18	42
596	chr1	58814500	58816840	174	388	234	452	341	325	501	368	364	597	127	374
597	chr1	58817710	58818060	0	0	0	3	1	1	10	9	5	26	6	7
598	chr1	58848720	58849600	5	26	14	32	8	7	13	12	24	46	4	14
599	chr1	58903280	58904350	88	253	122	325	151	171	196	254	164	233	128	282
600	chr1	58922570	58923010	1	0	0	0	1	0	6	3	0	1	4	9
601	chr1	58928970	58929400	0	1	2	2	2	2	33	23	5	7	11	11
602	chr1	58929420	58930460	12	17	5	16	16	14	59	36	14	17	21	57
603	chr1	59142960	59143710	2	10	2	10	1	2	9	4	15	13	3	10
604	chr1	59146360	59147430	47	100	90	129	57	69	72	55	58	59	31	59
605	chr1	59150930	59151510	3	27	8	22	9	17	19	7	9	23	5	28
606	chr1	59298790	59299310	3	9	6	10	4	6	20	20	3	22	13	32
607	chr1	59375330	59375860	1	2	0	2	0	1	24	19	11	30	9	28
608	chr1	59375880	59376090	1	0	0	0	0	0	5	6	8	10	1	7
609	chr1	59393030	59394060	0	1	1	1	0	1	30	27	11	15	21	42
610	chr1	59427130	59427620	1	2	0	2	2	0	8	4	2	10	4	6
611	chr1	59600940	59601320	0	0	0	0	0	0	10	1	0	8	1	6
612	chr1	60489680	60490050	0	1	0	4	3	1	17	12	2	6	7	28
613	chr1	61042910	61043450	0	1	1	1	1	1	8	19	7	10	10	25
614	chr1	61049790	61051290	48	116	60	141	104	108	56	67	33	59	35	66
615	chr1	61056640	61057200	3	4	3	11	5	9	6	5	3	7	5	13
616	chr1	61079930	61080160	1	12	0	6	10	7	9	3	1	2	2	7
617	chr1	61139310	61139740	16	36	18	24	25	39	1	4	0	1	3	7
618	chr1	61286970	61287470	1	2	5	8	2	6	18	13	2	10	5	16
619	chr1	61337870	61339020	9	21	5	15	9	24	43	55	10	29	28	110
620	chr1	61453200	61453730	9	6	7	18	9	7	28	10	8	30	2	16
621	chr1	62390100	62390730	0	0	0	0	0	0	10	7	5	2	6	17
622	chr1	63316930	63317800	12	49	34	61	36	48	26	33	20	54	11	34
623	chr1	63327600	63327990	1	5	3	4	4	4	7	4	11	8	8	13
624	chr1	63662500	63663710	41	96	30	102	59	50	77	67	37	81	12	32
625	chr1	63698360	63698790	12	22	8	31	9	12	2	1	2	2	1	3
626	chr1	63704380	63704820	7	20	16	19	5	14	1	1	1	4	0	2
627	chr1	63704850	63705360	11	20	7	39	11	10	0	0	0	0	0	0
628	chr1	63731360	63732060	10	20	7	13	13	10	19	28	6	21	7	24
629	chr1	63827370	63827840	1	1	2	5	3	0	29	22	9	19	6	14
630	chr1	63846200	63846690	1	5	1	3	3	3	34	18	8	13	6	15
631	chr1	63846710	63847650	2	7	6	9	9	5	95	62	44	56	30	48
632	chr1	63912540	63912930	2	2	0	6	4	2	23	14	5	8	19	29
633	chr1	63920180	63921250	6	20	4	23	14	15	88	67	30	81	14	52
634	chr1	63969360	63970320	0	9	2	5	2	6	52	39	33	72	8	22
635	chr1	64042460	64042840	2	1	0	5	1	1	28	35	4	3	11	29
636	chr1	64043970	64044540	0	1	0	5	3	2	25	38	6	5	8	28
637	chr1	64132960	64133460	2	5	0	5	12	7	18	10	13	11	6	8
638	chr1	64223320	64224040	2	2	0	2	1	0	52	18	14	22	14	24
639	chr1	64245430	64245900	0	0	0	0	1	0	5	8	3	7	4	8
640	chr1	64516780	64517430	0	0	2	0	0	0	25	21	4	20	4	17
641	chr1	64598130	64598620	3	4	5	4	1	3	14	11	7	15	2	6
642	chr1	64897970	64898440	14	37	19	42	26	45	9	16	4	6	12	27
643	chr1	64915880	64916190	36	66	33	51	50	30	2	3	1	2	2	14
644	chr1	65002270	65003710	76	177	76	198	129	113	75	115	42	97	37	82
645	chr1	65141430	65141790	0	0	1	0	1	1	10	2	1	2	0	2
646	chr1	65254110	65254730	14	70	36	47	28	42	43	58	28	45	10	94
647	chr1	65254750	65255290	6	14	2	9	14	10	17	38	8	17	11	42
648	chr1	65422560	65422980	12	30	18	19	19	19	156	122	35	75	75	127
649	chr1	65425330	65426140	21	46	16	31	33	34	208	165	67	76	76	194
650	chr1	66182800	66183160	6	26	5	23	8	8	0	0	0	0	0	0
651	chr1	66262200	66262520	10	10	5	18	3	8	1	0	0	1	0	1
652	chr1	66271260	66271730	31	59	26	72	30	20	9	2	2	11	2	5
653	chr1	66271750	66272330	32	87	48	108	55	55	4	0	2	8	0	2
654	chr1	66335860	66336390	31	66	23	76	22	22	1	1	1	2	0	0
655	chr1	66466310	66466770	0	0	0	0	2	1	24	24	1	8	10	19
656	chr1	66563470	66563760	13	28	17	12	20	6	4	6	2	8	1	5
657	chr1	67559260	67559750	2	9	4	7	6	13	20	19	8	21	12	29
658	chr1	67570300	67571030	4	19	5	9	6	5	33	25	6	38	3	22
659	chr1	67723590	67724260	12	29	11	23	76	29	9	14	1	9	11	15
660	chr1	67735960	67736900	20	43	24	54	56	60	73	81	24	37	63	127
661	chr1	67747600	67748200	8	10	7	9	22	15	93	60	30	31	31	68
662	chr1	67748680	67749110	6	22	7	20	30	28	59	75	7	28	33	99
663	chr1	67749640	67750500	33	57	25	52	82	84	139	102	39	65	79	179
664	chr1	67787040	67787560	1	9	5	8	4	4	3	13	7	10	2	22
665	chr1	67791570	67792100	17	48	18	54	14	20	54	30	34	45	20	43
666	chr1	67896740	67897660	31	68	43	65	43	32	0	0	0	0	0	1
667	chr1	68141080	68141490	2	5	3	9	8	4	40	36	11	64	4	27
668	chr1	68206920	68207570	1	2	1	4	2	1	7	21	2	9	11	24
669	chr1	68384300	68384990	0	3	0	4	1	0	49	51	7	22	15	60
670	chr1	68385820	68386240	1	3	1	1	4	0	33	14	9	13	7	26
671	chr1	69522940	69523910	0	0	0	0	0	0	24	28	7	38	3	7
672	chr1	70319860	70320070	3	4	1	4	0	4	0	2	0	3	0	1
673	chr1	70486790	70487580	1	2	0	2	0	0	18	32	8	32	3	19
674	chr1	74731200	74731950	23	77	25	78	73	91	3	8	0	2	5	35
675	chr1	75100440	75100870	6	7	6	8	5	6	0	2	0	5	3	1
676	chr1	75137110	75137470	5	8	10	11	3	6	0	0	0	0	0	0
677	chr1	76023710	76024250	0	0	0	0	0	0	12	15	2	2	6	22
678	chr1	76039970	76040860	0	1	0	0	0	0	31	23	10	22	11	49
679	chr1	76123940	76124540	2	3	0	0	1	0	21	32	5	27	10	30
680	chr1	76237940	76238800	3	3	1	5	4	1	39	27	15	42	10	21
681	chr1	76240310	76240690	1	0	0	0	0	0	10	10	3	12	4	6
682	chr1	76998290	76998810	0	0	0	0	0	0	20	25	10	27	3	29
683	chr1	77039490	77040100	0	1	0	3	2	2	28	20	13	27	22	42
684	chr1	77322350	77322740	3	11	5	10	7	9	0	0	0	0	0	0
685	chr1	77511520	77511840	4	1	4	3	5	1	12	6	3	14	4	4
686	chr1	77513740	77514180	0	2	3	0	0	1	8	30	12	24	11	25
687	chr1	77514970	77515830	1	3	1	0	4	2	75	80	43	146	18	53
688	chr1	77536970	77537240	1	5	2	3	7	0	14	8	7	22	8	23
689	chr1	77538940	77540130	46	71	31	71	99	77	115	103	71	165	39	121
690	chr1	78095540	78096270	0	0	0	0	2	1	19	15	6	5	3	7
691	chr1	78101520	78102030	2	1	0	0	3	2	29	31	9	28	8	20
692	chr1	78715490	78715930	1	1	2	1	0	2	19	26	7	22	6	9
693	chr1	78715940	78716280	3	0	0	0	0	0	13	18	16	22	0	12
694	chr1	79859220	79859450	1	2	1	0	2	6	1	0	0	0	1	2
695	chr1	79899830	79900270	1	0	0	0	0	0	13	2	6	7	7	3
696	chr1	81174680	81175840	0	3	3	1	1	0	107	216	64	210	28	160
697	chr1	81177450	81177970	0	0	0	0	0	0	45	55	26	65	17	47
698	chr1	81682310	81682780	0	1	0	0	0	0	6	8	9	19	0	6
699	chr1	81802890	81803210	2	15	6	19	10	3	13	15	9	24	5	21
700	chr1	81803510	81803920	4	6	8	13	3	7	4	3	4	3	1	7
701	chr1	82162620	82162870	0	10	3	8	4	7	0	0	0	0	0	0
702	chr1	82565380	82565660	1	0	0	0	0	0	5	4	1	6	2	1
703	chr1	84173840	84174770	8	11	2	2	6	6	60	45	23	67	18	43
704	chr1	84253810	84254370	17	41	11	18	18	16	19	27	11	20	7	45
705	chr1	84347830	84348610	0	1	0	3	0	2	14	18	0	0	12	55
706	chr1	84365710	84366260	5	5	4	4	9	14	18	17	6	5	13	25
707	chr1	84619240	84620080	5	11	3	7	4	6	30	15	2	16	33	89
708	chr1	84620360	84621390	16	50	14	54	47	40	42	66	27	54	64	189
709	chr1	85289430	85289910	3	2	5	5	1	6	17	13	14	9	3	17
710	chr1	85297010	85297230	0	4	0	1	0	1	4	24	4	25	1	26
711	chr1	85297250	85298900	8	7	3	9	5	7	216	298	65	235	68	307
712	chr1	85313920	85314650	11	14	5	15	16	14	43	50	21	46	24	71
713	chr1	85320620	85320920	2	3	2	1	1	0	11	14	3	8	3	14
714	chr1	85329920	85331180	5	13	6	16	15	10	184	165	52	232	65	230
715	chr1	85495480	85496530	3	12	6	7	8	5	71	78	34	92	23	79
716	chr1	85606760	85608210	25	44	18	44	19	18	310	271	110	318	43	178
717	chr1	85611810	85612610	11	15	4	36	12	11	86	141	41	153	21	61
718	chr1	85612620	85613210	5	16	8	12	20	11	69	77	15	81	6	41
719	chr1	85628730	85629770	40	115	49	111	73	61	26	15	7	24	6	21
720	chr1	86773330	86773790	13	27	1	10	20	18	24	23	3	18	4	11
721	chr1	86773810	86774790	61	97	32	85	140	83	62	42	29	55	15	39
722	chr1	86788440	86789220	24	27	17	20	33	28	1	3	1	1	2	8
723	chr1	86792810	86793500	22	43	22	25	34	49	2	1	0	1	1	1
724	chr1	87226290	87226890	5	8	4	1	3	1	59	22	30	32	10	19
